Subject	Event	Session	S2_Condition	Arousal	Detail
18	Event #086	2	Remember	5	5
18	Event #087	2	Better	3	7
18	Event #088	2	Observer	3	6
18	Event #089	2	Remember	3	5
18	Event #090	2	Worse	4	6
18	Event #091	2	Observer	5	5
18	Event #092	2	Observer	6	6
18	Event #093	2	Worse	6	6
18	Event #095	2	Worse	4	5
18	Event #096	2	Better	2	6
18	Event #098	2	Worse	6	5
18	Event #099	2	Better	5	6
18	Event #100	2	Better	3	
18	Event #101	2	Worse	4	5
18	Event #102	2	Worse	4	5
18	Event #104	2	Worse	6	5
18	Event #105	2	Observer	2	5
18	Event #106	2	Observer	5	6
18	Event #107	2	Observer	4	6
18	Event #109	2	Better	2	4
18	Event #111	2	Better	4	5
18	Event #112	2	Remember	3	5
18	Event #114	2	Better	3	4
18	Event #115	2	Remember	2	7
18	Event #116	2	Worse	5	4
18	Event #119	2	Worse	6	5
18	Event #120	2	Remember	6	5
19	Event #003	2	Worse	4	2
19	Event #005	2	Observer	2	3
19	Event #006	2	Worse	1	3
19	Event #007	2	Better	3	2
19	Event #008	2	Observer	2	4
19	Event #011	2	Worse	4	2
19	Event #014	2	Observer	3	4
19	Event #015	2	Remember	3	4
19	Event #016	2	Worse	2	
19	Event #017	2	Better	3	2
19	Event #019	2	Remember	5	5
19	Event #021	2	Remember	3	2
19	Event #022	2	Worse	3	1
19	Event #025	2	Remember	2	5
19	Event #026	2	Remember	1	2
19	Event #027	2	Remember	4	3
19	Event #028	2	Better	2	2
19	Event #029	2	Remember	4	5
19	Event #030	2	Worse	6	4
19	Event #031	2	Remember	2	2
19	Event #032	2	Worse	3	1
19	Event #033	2	Better	3	2
19	Event #034	2	Worse	3	3
19	Event #035	2	Worse	3	2
19	Event #037	2	Remember	2	4
19	Event #038	2	Better	4	2
19	Event #040	2	Worse	3	4
19	Event #041	2	Better	3	5
19	Event #042	2	Better		3
19	Event #043	2	Remember	2	4
19	Event #044	2	Remember	3	2
19	Event #045	2	Worse	4	2
19	Event #046	2	Observer	3	2
19	Event #047	2	Observer	4	5
19	Event #048	2	Observer	4	4
19	Event #049	2	Remember	3	2
19	Event #050	2	Remember	3	2
19	Event #051	2	Better	4	4
19	Event #052	2	Remember	4	3
19	Event #053	2	Remember	5	3
19	Event #054	2	Worse	5	3
19	Event #055	2	Worse	5	4
19	Event #056	2	Observer	2	1
19	Event #058	2	Better	3	2
19	Event #059	2	Observer	5	3
19	Event #060	2	Better	4	2
19	Event #061	2	Remember	3	5
19	Event #062	2	Better	3	2
19	Event #063	2	Observer	3	2
19	Event #064	2	Remember	4	3
19	Event #067	2	Observer	2	4
19	Event #068	2	Worse	3	2
19	Event #069	2	Worse	6	4
19	Event #070	2	Better	3	1
19	Event #072	2	Better	2	3
19	Event #073	2	Remember	3	2
19	Event #074	2	Better	4	4
19	Event #076	2	Better	3	2
19	Event #077	2	Better	4	
19	Event #078	2	Better	3	2
19	Event #079	2	Observer	3	2
19	Event #080	2	Observer	4	6
19	Event #081	2	Better	2	4
19	Event #083	2	Observer	3	5
19	Event #084	2	Observer	5	6
19	Event #086	2	Better	2	1
19	Event #087	2	Remember	2	4
19	Event #088	2	Remember	3	3
19	Event #089	2	Better	4	3
19	Event #090	2	Observer	2	3
19	Event #091	2	Worse	3	1
19	Event #092	2	Worse	4	3
19	Event #093	2	Observer	3	5
19	Event #094	2	Remember	2	4
19	Event #096	2	Worse	4	4
19	Event #097	2	Observer	1	2
19	Event #098	2	Observer	2	4
19	Event #099	2	Worse	4	
19	Event #100	2	Better	1	2
19	Event #101	2	Worse	3	1
19	Event #102	2	Remember	4	4
19	Event #103	2	Better	3	3
19	Event #104	2	Observer	2	2
19	Event #105	2	Worse	4	2
19	Event #106	2	Observer	1	2
19	Event #107	2	Better	4	4
19	Event #108	2	Observer	1	3
19	Event #109	2	Remember	2	2
19	Event #110	2	Remember	3	4
19	Event #111	2	Observer	1	2
19	Event #112	2	Worse	2	
19	Event #113	2	Better	2	3
19	Event #115	2	Worse	1	2
19	Event #117	2	Observer	2	5
19	Event #119	2	Worse	5	4
19	Event #120	2	Observer	4	5
20	Event #001	2	Better	5	6
20	Event #002	2	Observer	5	6
20	Event #003	2	Observer	5	6
20	Event #004	2	Observer	5	6
20	Event #005	2	Observer		5
20	Event #006	2	Worse	5	2
20	Event #008	2	Worse	2	5
20	Event #009	2	Better	4	5
20	Event #010	2	Better	2	4
20	Event #012	2	Observer	5	7
20	Event #013	2	Better	2	6
20	Event #015	2	Observer	6	5
20	Event #016	2	Observer	5	6
20	Event #017	2	Observer	2	5
20	Event #018	2	Remember	5	6
20	Event #019	2	Worse	6	5
20	Event #020	2	Observer	6	7
20	Event #021	2	Observer	1	6
20	Event #022	2	Observer	4	6
20	Event #023	2	Observer	6	5
20	Event #024	2	Remember	5	5
20	Event #025	2	Remember	7	7
20	Event #027	2	Better	4	5
20	Event #028	2	Remember	7	7
20	Event #029	2	Better	6	6
20	Event #030	2	Observer	5	6
20	Event #032	2	Worse	7	7
20	Event #033	2	Remember	6	5
20	Event #034	2	Better	1	6
20	Event #035	2	Worse	6	5
20	Event #036	2	Worse	5	7
20	Event #037	2	Observer	6	5
20	Event #038	2	Remember	7	7
20	Event #039	2	Observer	4	5
20	Event #040	2	Worse	5	3
20	Event #041	2	Better	2	5
20	Event #042	2	Remember	5	6
20	Event #044	2	Remember	5	7
20	Event #045	2	Better	4	5
20	Event #046	2	Worse	5	6
20	Event #047	2	Worse	7	7
20	Event #048	2	Remember	2	6
20	Event #049	2	Worse	7	7
20	Event #050	2	Better	5	7
20	Event #051	2	Remember	4	5
20	Event #053	2	Better	4	5
20	Event #054	2	Better	1	5
20	Event #056	2	Worse	5	5
20	Event #057	2	Remember	6	6
20	Event #058	2	Better	6	7
20	Event #060	2	Remember	7	6
20	Event #061	2	Observer	5	6
20	Event #063	2	Remember	7	7
20	Event #066	2	Better	5	7
20	Event #068	2	Worse	6	5
20	Event #069	2	Worse	4	4
20	Event #070	2	Remember	6	5
20	Event #071	2	Worse	7	6
20	Event #073	2	Remember	5	6
20	Event #074	2	Remember	2	5
20	Event #075	2	Better	2	5
20	Event #077	2	Observer	5	2
20	Event #078	2	Remember	5	6
20	Event #079	2	Observer	5	7
20	Event #080	2	Better	7	7
20	Event #081	2	Worse	6	6
20	Event #082	2	Better	7	6
20	Event #083	2	Remember	3	6
20	Event #084	2	Remember	5	6
20	Event #086	2	Remember	4	5
20	Event #087	2	Better	3	5
20	Event #088	2	Observer	5	6
20	Event #089	2	Remember	6	7
20	Event #090	2	Worse	6	7
20	Event #091	2	Observer	6	7
20	Event #092	2	Observer	7	5
20	Event #093	2	Worse	7	7
20	Event #095	2	Worse	2	5
20	Event #096	2	Better	7	6
20	Event #098	2	Worse	6	1
20	Event #099	2	Better	3	6
20	Event #100	2	Better	5	4
20	Event #101	2	Worse	7	7
20	Event #102	2	Worse	7	7
20	Event #104	2	Worse	6	7
20	Event #105	2	Observer	5	6
20	Event #106	2	Observer	6	7
20	Event #107	2	Observer	5	6
20	Event #109	2	Better	1	7
20	Event #111	2	Better	5	6
20	Event #112	2	Remember	4	6
20	Event #114	2	Better	6	5
20	Event #115	2	Remember	6	5
20	Event #116	2	Worse	6	6
20	Event #119	2	Worse	5	2
20	Event #120	2	Remember	3	7
21	Event #003	2	Worse	1	7
21	Event #005	2	Observer	2	6
21	Event #006	2	Worse	2	7
21	Event #007	2	Better	1	6
21	Event #008	2	Observer	3	7
21	Event #011	2	Worse	1	5
21	Event #014	2	Observer	2	6
21	Event #015	2	Remember	5	5
21	Event #016	2	Worse	2	6
21	Event #017	2	Better	2	6
21	Event #019	2	Remember	2	5
21	Event #021	2	Remember	4	6
21	Event #022	2	Worse	6	5
21	Event #025	2	Remember	3	5
21	Event #026	2	Remember	1	6
21	Event #027	2	Remember	3	7
21	Event #028	2	Better	2	5
21	Event #029	2	Remember	6	6
21	Event #030	2	Worse	1	7
21	Event #031	2	Remember	1	6
21	Event #032	2	Worse	1	7
21	Event #033	2	Better	5	6
21	Event #034	2	Worse	5	7
21	Event #035	2	Worse	3	6
21	Event #037	2	Remember	4	6
21	Event #038	2	Better	1	6
21	Event #040	2	Worse	3	
21	Event #041	2	Better	3	6
21	Event #042	2	Better	1	5
21	Event #043	2	Remember	4	6
21	Event #044	2	Remember	6	6
21	Event #045	2	Worse	2	6
21	Event #046	2	Observer	6	
21	Event #047	2	Observer	6	
21	Event #048	2	Observer	1	6
21	Event #049	2	Remember	4	5
21	Event #050	2	Remember	2	5
21	Event #051	2	Better	2	5
21	Event #052	2	Remember	4	6
21	Event #053	2	Remember	4	7
21	Event #054	2	Worse	1	6
21	Event #055	2	Worse	2	6
21	Event #056	2	Observer	3	5
21	Event #058	2	Better	4	6
21	Event #059	2	Observer	3	
21	Event #060	2	Better	1	6
21	Event #061	2	Remember	1	5
21	Event #062	2	Better	2	6
21	Event #063	2	Observer	3	6
21	Event #064	2	Remember	4	5
21	Event #067	2	Observer	2	6
21	Event #068	2	Worse	2	6
21	Event #069	2	Worse	5	6
21	Event #070	2	Better	6	6
21	Event #072	2	Better	3	6
21	Event #073	2	Remember	4	6
21	Event #074	2	Better	2	7
21	Event #076	2	Better	3	5
21	Event #077	2	Better		6
21	Event #078	2	Better	2	5
21	Event #079	2	Observer	1	5
21	Event #080	2	Observer	7	7
21	Event #081	2	Better	2	5
21	Event #083	2	Observer	1	4
21	Event #084	2	Observer	1	5
21	Event #086	2	Better	1	6
21	Event #087	2	Remember	4	7
21	Event #088	2	Remember	1	6
21	Event #089	2	Better	2	6
21	Event #090	2	Observer	1	6
21	Event #091	2	Worse	2	6
21	Event #092	2	Worse	6	5
21	Event #093	2	Observer	4	4
21	Event #094	2	Remember	2	5
21	Event #096	2	Worse	2	6
21	Event #097	2	Observer	1	5
21	Event #098	2	Observer	2	6
21	Event #099	2	Worse	3	7
21	Event #100	2	Better	1	7
21	Event #101	2	Worse	1	5
21	Event #102	2	Remember	3	6
21	Event #103	2	Better	5	6
21	Event #104	2	Observer	3	6
21	Event #105	2	Worse	2	5
21	Event #106	2	Observer	5	7
21	Event #107	2	Better	2	6
21	Event #108	2	Observer	2	5
21	Event #109	2	Remember	4	6
21	Event #110	2	Remember	2	5
21	Event #111	2	Observer	3	6
21	Event #112	2	Worse	3	6
21	Event #113	2	Better	2	2
21	Event #115	2	Worse	1	7
21	Event #117	2	Observer	4	5
21	Event #119	2	Worse	2	7
21	Event #120	2	Observer	4	2
22	Event #002	2	Remember	6	6
22	Event #003	2	Worse	5	6
22	Event #004	2	Worse	6	6
22	Event #005	2	Worse		5
22	Event #007	2	Better	5	6
22	Event #008	2	Observer	4	6
22	Event #010	2	Observer	3	6
22	Event #011	2	Remember	2	6
22	Event #012	2	Remember	4	3
22	Event #013	2	Worse	6	6
22	Event #014	2	Worse	5	6
22	Event #015	2	Remember	7	7
22	Event #016	2	Remember	4	6
22	Event #017	2	Better	5	7
22	Event #019	2	Better	7	6
22	Event #021	2	Worse	6	3
22	Event #022	2	Better	1	6
22	Event #023	2	Worse	7	6
22	Event #024	2	Remember	6	7
22	Event #025	2	Observer	5	
22	Event #028	2	Remember	5	7
22	Event #029	2	Remember	5	5
22	Event #030	2	Worse	7	6
22	Event #032	2	Remember	1	6
22	Event #034	2	Better	5	6
22	Event #036	2	Observer	2	1
22	Event #038	2	Remember	6	7
22	Event #039	2	Worse	2	6
22	Event #040	2	Observer	7	6
22	Event #041	2	Worse	6	7
22	Event #042	2	Worse	5	3
22	Event #043	2	Worse	7	5
22	Event #044	2	Observer	5	3
22	Event #045	2	Better	6	5
22	Event #046	2	Worse	7	7
22	Event #047	2	Observer	5	6
22	Event #048	2	Observer	5	4
22	Event #049	2	Better	1	2
22	Event #050	2	Better	7	7
22	Event #051	2	Remember	2	5
22	Event #052	2	Remember	2	6
22	Event #054	2	Remember	6	6
22	Event #055	2	Observer	6	5
22	Event #056	2	Better	6	
22	Event #059	2	Better	7	6
22	Event #062	2	Better	2	6
22	Event #063	2	Worse	6	5
22	Event #064	2	Better	5	6
22	Event #065	2	Remember	1	5
22	Event #066	2	Better	5	3
22	Event #067	2	Remember	5	6
22	Event #068	2	Observer	2	4
22	Event #069	2	Observer	7	5
22	Event #070	2	Better	7	6
22	Event #071	2	Observer	2	3
22	Event #073	2	Worse	4	6
22	Event #074	2	Remember	5	6
22	Event #075	2	Remember	5	6
22	Event #076	2	Observer	5	3
22	Event #077	2	Better		6
22	Event #078	2	Worse	5	6
22	Event #079	2	Observer	2	6
22	Event #080	2	Better	3	6
22	Event #081	2	Better	5	6
22	Event #082	2	Observer	6	5
22	Event #083	2	Better	7	6
22	Event #084	2	Remember	3	4
22	Event #086	2	Remember	5	4
22	Event #087	2	Worse	3	2
22	Event #088	2	Observer	4	2
22	Event #089	2	Remember	7	6
22	Event #090	2	Observer	2	5
22	Event #091	2	Worse	5	6
22	Event #092	2	Remember	5	2
22	Event #093	2	Observer	2	1
22	Event #094	2	Remember	3	6
22	Event #095	2	Worse	6	3
22	Event #096	2	Better	7	6
22	Event #097	2	Worse	6	7
22	Event #099	2	Worse	1	1
22	Event #101	2	Better	1	1
22	Event #102	2	Observer		5
22	Event #103	2	Remember	1	1
22	Event #105	2	Better	2	3
22	Event #106	2	Better	5	6
22	Event #107	2	Observer	7	6
22	Event #108	2	Better	1	1
22	Event #109	2	Worse	7	6
22	Event #111	2	Observer	7	6
22	Event #112	2	Worse	2	5
22	Event #113	2	Observer		6
22	Event #114	2	Observer	7	6
22	Event #115	2	Better	5	6
22	Event #116	2	Worse	4	3
22	Event #118	2	Remember	6	4
22	Event #119	2	Observer	7	6
23	Event #003	2	Worse	4	6
23	Event #005	2	Observer	4	6
23	Event #006	2	Worse	6	5
23	Event #007	2	Better	2	6
23	Event #008	2	Observer	6	6
23	Event #011	2	Worse	6	6
23	Event #014	2	Observer	4	6
23	Event #015	2	Remember	4	4
23	Event #016	2	Worse	6	5
23	Event #017	2	Better	4	6
23	Event #019	2	Remember	2	4
23	Event #021	2	Remember	5	6
23	Event #022	2	Worse	6	5
23	Event #025	2	Remember	3	6
23	Event #026	2	Remember	5	6
23	Event #027	2	Remember	6	6
23	Event #028	2	Better	7	5
23	Event #029	2	Remember	6	4
23	Event #030	2	Worse	6	4
23	Event #031	2	Remember	2	4
23	Event #032	2	Worse	6	6
23	Event #033	2	Better	6	4
23	Event #034	2	Worse	7	6
23	Event #035	2	Worse	6	5
23	Event #037	2	Remember	6	7
23	Event #038	2	Better		5
23	Event #040	2	Worse	5	4
23	Event #041	2	Better	3	4
23	Event #042	2	Better	6	6
23	Event #043	2	Remember	4	3
23	Event #044	2	Remember	2	4
23	Event #045	2	Worse	6	4
23	Event #046	2	Observer	3	3
23	Event #047	2	Observer	3	4
23	Event #048	2	Observer	3	3
23	Event #049	2	Remember	6	4
23	Event #050	2	Remember	5	6
23	Event #051	2	Better		5
23	Event #052	2	Remember	4	7
23	Event #053	2	Remember	7	6
23	Event #054	2	Worse	6	6
23	Event #055	2	Worse	5	6
23	Event #056	2	Observer	3	4
23	Event #058	2	Better	5	6
23	Event #059	2	Observer	2	3
23	Event #060	2	Better	1	6
23	Event #061	2	Remember	6	4
23	Event #062	2	Better	2	5
23	Event #063	2	Observer	2	6
23	Event #064	2	Remember	5	3
23	Event #067	2	Observer	4	6
23	Event #068	2	Worse	6	4
23	Event #069	2	Worse	6	5
23	Event #070	2	Better	6	5
23	Event #072	2	Better	4	5
23	Event #073	2	Remember	5	6
23	Event #074	2	Better	3	5
23	Event #076	2	Better		4
23	Event #077	2	Better	4	4
23	Event #078	2	Better	2	5
23	Event #079	2	Observer	2	2
23	Event #080	2	Observer	2	5
23	Event #081	2	Better	6	6
23	Event #083	2	Observer	2	4
23	Event #084	2	Observer	2	4
23	Event #086	2	Better	2	3
23	Event #087	2	Remember	5	4
23	Event #088	2	Remember	6	6
23	Event #089	2	Better	2	5
23	Event #090	2	Observer	2	4
23	Event #091	2	Worse	6	6
23	Event #092	2	Worse	5	
23	Event #093	2	Observer	4	4
23	Event #094	2	Remember	6	5
23	Event #096	2	Worse	4	6
23	Event #097	2	Observer	5	5
23	Event #098	2	Observer	6	4
23	Event #099	2	Worse	6	7
23	Event #100	2	Better	3	5
23	Event #101	2	Worse	6	4
23	Event #102	2	Remember	6	6
23	Event #103	2	Better	3	5
23	Event #104	2	Observer		3
23	Event #105	2	Worse	6	3
23	Event #106	2	Observer	3	5
23	Event #107	2	Better	2	6
23	Event #108	2	Observer	3	6
23	Event #109	2	Remember	4	6
23	Event #110	2	Remember	2	5
23	Event #111	2	Observer	1	5
23	Event #112	2	Worse	5	4
23	Event #113	2	Better	3	6
23	Event #115	2	Worse	6	5
23	Event #117	2	Observer	5	5
23	Event #119	2	Worse	6	5
23	Event #120	2	Observer	5	2
24	Event #003	2	Worse	7	6
24	Event #005	2	Observer	6	5
24	Event #006	2	Worse	7	6
24	Event #007	2	Better	3	6
24	Event #008	2	Observer	4	3
24	Event #011	2	Worse	7	5
24	Event #014	2	Observer	7	6
24	Event #015	2	Remember	6	4
24	Event #016	2	Worse	6	2
24	Event #017	2	Better	5	4
24	Event #019	2	Remember	6	6
24	Event #021	2	Remember	4	3
24	Event #022	2	Worse	6	3
24	Event #025	2	Remember	5	4
24	Event #026	2	Remember	7	5
24	Event #027	2	Remember	2	3
24	Event #028	2	Better	6	3
24	Event #029	2	Remember	7	6
24	Event #030	2	Worse	6	3
24	Event #031	2	Remember	7	4
24	Event #032	2	Worse	4	2
24	Event #033	2	Better	3	4
24	Event #034	2	Worse	7	3
24	Event #035	2	Worse	6	2
24	Event #037	2	Remember	5	7
24	Event #038	2	Better	4	3
24	Event #040	2	Worse	5	1
24	Event #041	2	Better	7	3
24	Event #042	2	Better	6	3
24	Event #043	2	Remember	6	3
24	Event #044	2	Remember	3	5
24	Event #045	2	Worse	6	4
24	Event #046	2	Observer	7	3
24	Event #047	2	Observer	5	3
24	Event #048	2	Observer	3	2
24	Event #049	2	Remember	5	2
24	Event #050	2	Remember	2	6
24	Event #051	2	Better	6	4
24	Event #052	2	Remember	6	1
24	Event #053	2	Remember	3	5
24	Event #054	2	Worse	6	4
24	Event #055	2	Worse	7	3
24	Event #056	2	Observer	1	5
24	Event #058	2	Better	4	3
24	Event #059	2	Observer	4	3
24	Event #060	2	Better	7	
24	Event #061	2	Remember	6	5
24	Event #062	2	Better	3	6
24	Event #063	2	Observer	2	3
24	Event #064	2	Remember	7	6
24	Event #067	2	Observer	6	4
24	Event #068	2	Worse	7	3
24	Event #069	2	Worse	5	3
24	Event #070	2	Better	2	2
24	Event #072	2	Better	3	3
24	Event #073	2	Remember	3	2
24	Event #074	2	Better	6	
24	Event #076	2	Better	4	5
24	Event #077	2	Better	4	2
24	Event #078	2	Better	6	
24	Event #079	2	Observer	2	3
24	Event #080	2	Observer	3	2
24	Event #081	2	Better	3	3
24	Event #083	2	Observer	5	3
24	Event #084	2	Observer	3	4
24	Event #086	2	Better	3	2
24	Event #087	2	Remember	6	4
24	Event #088	2	Remember	6	3
24	Event #089	2	Better	6	4
24	Event #090	2	Observer	4	3
24	Event #091	2	Worse	3	1
24	Event #092	2	Worse	3	2
24	Event #093	2	Observer	2	2
24	Event #094	2	Remember	4	2
24	Event #096	2	Worse	6	4
24	Event #097	2	Observer	4	3
24	Event #098	2	Observer	6	1
24	Event #099	2	Worse	7	6
24	Event #100	2	Better	4	3
24	Event #101	2	Worse	7	2
24	Event #102	2	Remember	6	2
24	Event #103	2	Better	3	4
24	Event #104	2	Observer	7	5
24	Event #105	2	Worse	5	3
24	Event #106	2	Observer	2	4
24	Event #107	2	Better	6	6
24	Event #108	2	Observer	6	4
24	Event #109	2	Remember	5	6
24	Event #110	2	Remember	3	6
24	Event #111	2	Observer	7	3
24	Event #112	2	Worse	5	4
24	Event #113	2	Better	6	3
24	Event #115	2	Worse	7	6
24	Event #117	2	Observer	6	6
24	Event #119	2	Worse	6	2
24	Event #120	2	Observer		2
25	Event #001	2	Better	7	6
25	Event #002	2	Observer	5	3
25	Event #003	2	Observer	6	7
25	Event #004	2	Observer	4	3
25	Event #005	2	Observer	3	6
25	Event #006	2	Worse	2	5
25	Event #008	2	Worse	3	5
25	Event #009	2	Better	4	3
25	Event #010	2	Better	5	4
25	Event #012	2	Observer	5	3
25	Event #013	2	Better	5	2
25	Event #015	2	Observer	6	4
25	Event #016	2	Observer	3	4
25	Event #017	2	Observer	2	5
25	Event #018	2	Remember	6	5
25	Event #019	2	Worse	3	5
25	Event #020	2	Observer	3	5
25	Event #021	2	Observer	5	2
25	Event #022	2	Observer	2	4
25	Event #023	2	Observer	4	3
25	Event #024	2	Remember	3	5
25	Event #025	2	Remember	2	4
25	Event #027	2	Better	4	5
25	Event #028	2	Remember		
25	Event #029	2	Better	4	5
25	Event #030	2	Observer	5	5
25	Event #032	2	Worse	3	6
25	Event #033	2	Remember	4	5
25	Event #034	2	Better	3	5
25	Event #035	2	Worse	3	5
25	Event #036	2	Worse	4	3
25	Event #037	2	Observer	5	5
25	Event #038	2	Remember	3	4
25	Event #039	2	Observer	5	4
25	Event #040	2	Worse	3	5
25	Event #041	2	Better	4	5
25	Event #042	2	Remember	6	4
25	Event #044	2	Remember	2	5
25	Event #045	2	Better	3	4
25	Event #046	2	Worse	5	5
25	Event #047	2	Worse	3	5
25	Event #048	2	Remember	4	2
25	Event #049	2	Worse	5	3
25	Event #050	2	Better	2	3
25	Event #051	2	Remember	3	4
25	Event #053	2	Better	5	3
25	Event #054	2	Better	3	4
25	Event #056	2	Worse	3	5
25	Event #057	2	Remember	3	4
25	Event #058	2	Better	3	5
25	Event #060	2	Remember	5	3
25	Event #061	2	Observer	2	6
25	Event #063	2	Remember	2	5
25	Event #066	2	Better	5	5
25	Event #068	2	Worse	5	2
25	Event #069	2	Worse	5	3
25	Event #070	2	Remember	4	5
25	Event #071	2	Worse	4	2
25	Event #073	2	Remember	4	3
25	Event #074	2	Remember	3	5
25	Event #075	2	Better	5	3
25	Event #077	2	Observer	3	4
25	Event #078	2	Remember	5	7
25	Event #079	2	Observer	3	6
25	Event #080	2	Better	5	3
25	Event #081	2	Worse	3	5
25	Event #082	2	Better	3	4
25	Event #083	2	Remember	3	4
25	Event #084	2	Remember	4	1
25	Event #086	2	Remember	5	3
25	Event #087	2	Better	2	5
25	Event #088	2	Observer	5	3
25	Event #089	2	Remember	6	4
25	Event #090	2	Worse	3	5
25	Event #091	2	Observer	5	3
25	Event #092	2	Observer	3	6
25	Event #093	2	Worse	4	5
25	Event #095	2	Worse	5	3
25	Event #096	2	Better	3	5
25	Event #098	2	Worse	2	3
25	Event #099	2	Better	2	5
25	Event #100	2	Better	5	3
